chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
184,144703488,242.871,0.0156374,-0.0758928,5.40361,18.7656,1.11506,24300,0,32,8.66226,10.2908,1
185,145489920,244.183,0.0152452,-0.0751175,6.36399,15.0493,1.05535,24428,0,32,8.66226,10.2908,1
186,146276352,245.492,0.0149558,-0.07508,9.79542,16.9559,0.52225,24562,0,32,8.66226,10.2908,1
187,147062784,246.798,0.0156334,-0.0772177,3.92879,10.4978,1.05268,24683,0,32,8.66226,10.2908,1
188,147849216,248.097,0.014098,-0.0735672,5.97778,12.3925,0.975452,24798,0,32,8.66226,10.2908,1
189,148635648,249.401,0.0144156,-0.0772925,4.02162,10.3368,1.05824,24918,0,32,8.66226,10.2908,1
190,149422080,250.714,0.0150033,-0.0815808,3.23878,10.6577,1.23045,25053,0,32,8.66226,10.2908,1
191,150208512,252.018,0.0143493,-0.0782759,2.07291,4.85003,1.68291,25172,0,32,8.66226,10.2908,1
192,150994944,253.318,0.01459,-0.0808569,6.34805,11.7187,0.786095,25283,0,32,8.66226,10.2908,1
193,151781376,254.624,0.0155847,-0.081308,5.97869,12.3437,0.777627,25429,0,32,8.66226,10.2908,1
194,152567808,255.924,0.0149929,-0.0763462,4.15304,12.0559,1.15264,25554,0,32,8.66226,10.2908,1
195,153354240,257.228,0.0154494,-0.0820151,3.35492,10.7187,1.31816,25700,0,32,8.66226,10.2908,1
196,154140672,258.532,0.0148733,-0.0684405,2.66442,5.57127,1.51625,25827,0,32,8.66226,10.2908,1
197,154927104,259.84,0.0150516,-0.0825922,2.69114,7.19357,1.47675,25950,0,32,8.66226,10.2908,1
198,155713536,261.143,0.0147943,-0.0680981,4.17426,10.9415,1.03859,26075,0,32,8.66226,10.2908,1
199,156499968,262.446,0.014836,-0.0675585,4.43136,11.6863,0.963216,26205,0,32,8.66226,10.2908,1
200,157286400,263.754,0.0150396,-0.081988,4.97106,13.9302,1.17409,26328,0,32,8.66226,10.2908,1
201,158072832,265.056,0.0147786,-0.0698987,9.57257,15.8008,0.458234,26456,0,32,8.66226,10.2908,1
202,158859264,266.352,0.0150546,-0.0806299,9.42442,16.5944,0.463175,26581,0,32,8.66226,10.2908,1
203,159645696,267.652,0.0147069,-0.0800643,9.85489,14.717,0.389342,26712,0,32,8.66226,10.2908,1
204,160432128,268.956,0.0147293,-0.0751429,8.30188,18.045,0.757287,26819,0,32,8.66226,10.2908,1
205,161218560,270.253,0.0147935,-0.0815356,7.32036,15.52,0.643848,26929,0,32,8.66226,10.2908,1
206,162004992,271.552,0.0151123,-0.0831495,5.62443,10.6109,0.665768,27050,0,32,8.66226,10.2908,1
207,162791424,272.857,0.0154181,-0.0668623,5.03926,10.6766,1.24122,27193,0,32,8.66226,10.2908,1
208,163577856,274.159,0.0157226,-0.0825526,5.83948,10.8764,0.699359,27329,0,32,8.66226,10.2908,1
209,164364288,275.466,0.0159952,-0.0616162,5.53853,10.5579,0.928117,27472,0,32,8.66226,10.2908,1
210,165150720,276.778,0.0157105,-0.0827872,5.14003,9.97158,0.882216,27606,0,32,8.66226,10.2908,1
211,165937152,278.079,0.0158253,-0.0680631,6.07678,13.0986,0.867173,27736,0,32,8.66226,10.2908,1
212,166723584,279.378,0.0157938,-0.0831977,4.77481,10.9526,0.960765,27887,0,32,8.66226,10.2908,1
213,167510016,280.684,0.0169784,-0.0737964,5.05736,11.3902,1.12462,28061,0,32,8.66226,10.2908,1
214,168296448,281.988,0.016487,-0.0726954,5.92527,11.6812,0.914841,28191,0,32,8.66226,10.2908,1
215,169082880,283.319,0.0162195,-0.0736665,4.91849,10.5103,0.95257,28324,0,32,8.66226,10.2908,1
216,169869312,284.622,0.016464,-0.072738,4.07423,10.8703,1.09343,28458,0,32,8.66226,10.2908,1
217,170655744,285.925,0.0169861,-0.0824583,3.20429,5.8567,1.29433,28611,0,32,8.66226,10.2908,1
218,171442176,287.227,0.0161691,-0.0653829,3.17074,6.35198,1.27841,28735,0,32,8.66226,10.2908,1
219,172228608,288.532,0.0165425,-0.054325,3.38227,6.06241,1.68322,28868,0,32,8.66226,10.2908,1
220,173015040,289.833,0.0163735,-0.0516891,3.312,11.5559,1.6508,29017,0,32,8.66226,10.2908,1
221,173801472,291.13,0.0160405,-0.0643279,2.15779,4.46889,1.78481,29137,0,32,8.66226,10.2908,1
222,174587904,292.427,0.0164893,-0.0726046,5.14003,9.86111,1.04448,29268,0,32,8.66226,10.2908,1
223,175374336,293.728,0.0163626,-0.0813699,7.32119,16.8333,0.710502,29386,0,32,8.66226,10.2908,1
224,176160768,295.027,0.0161865,-0.0643467,3.71664,9.33869,1.06932,29537,0,32,8.66226,10.2908,1
225,176947200,296.33,0.016105,-0.0719554,3.68267,10.3526,1.1402,29669,0,32,8.66226,10.2908,1
226,177733632,297.625,0.0170086,-0.0832866,5.06195,10.8449,0.730107,29819,0,32,8.66226,10.2908,1
227,178520064,298.921,0.0164822,-0.0831929,5.04737,10.2354,0.769765,29948,0,32,8.66226,10.2908,1
228,179306496,300.211,0.0168631,-0.0824517,5.84297,9.91274,0.568148,30085,0,32,8.66226,10.2908,1
229,180092928,301.504,0.0173112,-0.0795526,6.03971,9.8465,0.547644,30217,0,32,8.66226,10.2908,1
230,180879360,302.799,0.0170454,-0.0704844,5.99161,12.1375,0.671604,30346,0,32,8.66226,10.2908,1
231,181665792,304.093,0.0172882,-0.0605874,3.34742,6.33209,1.17888,30495,0,32,8.66226,10.2908,1
232,182452224,305.388,0.0177104,-0.0678341,2.15981,5.32685,1.58331,30619,0,32,8.66226,10.2908,1
233,183238656,306.678,0.0175532,-0.0821184,2.55035,5.92139,1.38239,30756,0,32,8.66226,10.2908,1
234,184025088,307.968,0.0175416,-0.0737987,5.03949,11.3565,0.959811,30875,0,32,8.66226,10.2908,1
235,184811520,309.263,0.017307,-0.0739595,2.84444,4.9293,1.12412,30987,0,32,8.66226,10.2908,1
236,185597952,310.556,0.016872,-0.0809576,5.0371,11.033,0.803862,31109,0,32,8.66226,10.2908,1
237,186384384,311.85,0.0170059,-0.0726373,5.09429,9.21586,0.696909,31240,0,32,8.66226,10.2908,1
238,187170816,313.172,0.0171698,-0.0809811,3.28995,6.23396,1.01534,31361,0,32,8.66226,10.2908,1
